adress,age,reg_date,price,实用面积,建筑面积,tdtr1uprice,tdtrlGuprice,tdtr1ltdayheldd,tdtr1ltperc
 皓畋 7座  19樓 B室, 3 ,06/04/20,$5600萬,1477呎 ,-, $37915 ,-,-,-
 賀龍居 1座  1樓 C室, 25 ,03/04/20,$1114萬,664呎 ,853呎 , $16774 , $13057 ,[ 7602天,升142%]
 京士柏山 3座 (71號)  2樓 B室, 20 ,03/04/20,$3028萬,1215呎 ,1841呎 , $24922 , $16448 ,[ 1739天,升15%]
  慧宜閣  4樓 12號, 25 ,02/04/20,$753萬,461呎 ,818呎 , $16334 , $9205 ,[ 1362天,升32%]
 俊民苑 文雄閣 (G座)  五樓 10室, 39 ,01/04/20,$728萬,554呎 ,665呎 , $13141 , $10947 ,-,-
  嘉麗園  六樓 C室, 47 ,31/03/20,$1700萬,1227呎 ,1375呎 , $13855 , $12364 ,-,-
  正平大廈  3樓 A室, 49 ,31/03/20,$838萬,590呎 ,-, $14203 ,-,[ 7589天,升213%]
  百樂大廈  十六樓 A室 (322號), 56 ,30/03/20,$688萬,718呎 ,-, $9582 ,-,[ 3136天,升64%]
  集貴大廈  7樓 67C號, 23 ,30/03/20,$545萬,325呎 ,639呎 , $16754 , $8521 ,[ 1315天,升17%]
  嘉樂閣  2樓 C室, 39 ,30/03/20,$898萬,647呎 ,-, $13879 ,-,[ 2323天,升41%]
 愛華閣 第二期  四樓 B室, 48 ,26/03/20,$1150萬,798呎 ,-, $14411 ,-,[ 4627天,升167%]
  麗晶樓  12樓 F室, 53 ,26/03/20,$1123萬,712呎 ,860呎 , $15772 , $13058 ,[ 6538天,升388%]
 君頤峰 7座  25樓 A室, 16 ,26/03/20,$2025萬,942呎 ,1245呎 , $21497 , $16265 ,[ 3696天,升53%]
  常康園  4樓 B室, 48 ,26/03/20,$2600萬,1625呎 ,1813呎 , $16000 , $14341 ,[ 3579天,升91%]
 ONE HOMANTIN 2座  5樓 C室, 3 ,25/03/20,$808萬,372呎 ,-, $21720 ,-,[ 1447天,升20%]
 巴富花園 豪富閣  10樓 F室, 40 ,25/03/20,$1150萬,813呎 ,929呎 , $14145 , $12379 ,[ 1304天,升4%]
  華欣閣  17樓 B室, 41 ,25/03/20,$545萬,307呎 ,381呎 , $17752 , $14304 ,[ 1124天,升21%]
 富威花園 D座  十六樓 2室, 36 ,25/03/20,$483萬,260呎 ,414呎 , $18577 , $11667 ,[ 2600天,升61%]
  雅利德樺臺  42樓 E室, 20 ,24/03/20,$1480萬,913呎 ,1169呎 , $16210 , $12660 ,[ 2758天,升42%]
  彌敦大廈  六樓 512號 (後座), 62 ,24/03/20,$300萬,343呎 ,-, $8746 ,-,[ 2322天,升14%]
  冠熹苑  39樓 17室, 20 ,23/03/20,$595萬,426呎 ,574呎 , $13967 , $10366 ,-,-
 爵士花園 3座  3樓 B室, 25 ,23/03/20,$1680萬,791呎 ,995呎 , $21239 , $16884 ,[ 1137天,升40%]
  百樂大廈  五樓 B室 (324號), 56 ,23/03/20,$400萬,-,-,-,-,[ 6097天,升400%]
  凱旋居  8樓 B室, 22 ,20/03/20,$745萬,501呎 ,672呎 , $14870 , $11086 ,[ 2879天,升63%]
  嘉景樓  17樓 A室, 54 ,19/03/20,$1268萬,664呎 ,820呎 , $19096 , $15463 ,[ 2722天,升111%]
 雅閣花園 2座  4樓 A室, 31 ,19/03/20,$1428萬,949呎 ,1346呎 , $15047 , $10609 ,[ 4459天,升132%]
 欣圖軒 3座  12樓 E室, 22 ,19/03/20,$612萬,490呎 ,616呎 , $12490 , $9935 ,-,-
  高明大廈  一樓 D室, 50 ,19/03/20,$1040萬,996呎 ,-, $10442 ,-,-,-
 爵士花園 1座  21樓 C室, 25 ,18/03/20,$1478萬,904呎 ,1155呎 , $16350 , $12797 ,[ 4475天,升79%]
  公主台  14樓 D室, 53 ,18/03/20,$1785萬,1073呎 ,-, $16636 ,-,[ 1451天,升39%]
  加多利峰  17樓 C室, 6 ,18/03/20,$1065萬,533呎 ,-, $19981 ,-,[ 1985天,升6%]
 皓畋 10座  8樓 A室, 3 ,18/03/20,$3300萬,943呎 ,-, $34995 ,-,-,-
  華苑  7樓 B室, 56 ,18/03/20,$1500萬,1109呎 ,-, $13526 ,-,-,-
 冠德苑 B座  9樓 4室, 0 ,18/03/20,$374萬,445呎 ,-, $8400 ,-,-,-
 富威花園 A座  十九樓 1室, 36 ,17/03/20,$1268萬,844呎 ,1072呎 , $15024 , $11828 ,-,-
 ONE HOMANTIN 2座  3樓 E室, 3 ,17/03/20,$1000萬,498呎 ,-, $20080 ,-,[ 1288天,升4%]
  嘉景樓  15樓 D室, 54 ,17/03/20,$900萬,606呎 ,850呎 , $14851 , $10588 ,[ 3386天,升78%]
 嘉輝臺 A座  1樓 A1室, 42 ,16/03/20,$960萬,634呎 ,713呎 , $15142 , $13464 ,[ 1496天,升20%]
 恆信園 4期  11樓 C室, 49 ,13/03/20,$1170萬,766呎 ,1000呎 , $15274 , $11700 ,[ 1722天,升22%]
  嘉登大廈  5樓 A室, 55 ,13/03/20,$900萬,723呎 ,852呎 , $12448 , $10563 ,-,-
  全發大廈  二十二樓 B室, 42 ,11/03/20,$400萬,288呎 ,-, $13889 ,-,-,-
  華美閣  7樓 239號, 61 ,11/03/20,$980萬,1045呎 ,-, $9378 ,-,-,-
半山壹號 2期 富甲半山 半山徑20號  19樓 20號, 11 ,10/03/20,$2145萬,1137呎 ,1491呎 , $18865 , $14386 ,[ 3808天,升50%]
半山壹號 2期 富甲半山 半山徑23號  20樓 23號, 11 ,09/03/20,$2260萬,1137呎 ,1491呎 , $19877 , $15158 ,[ 3790天,升63%]
 御龍居 2座  9樓 C室, 22 ,09/03/20,$1118萬,731呎 ,920呎 , $15294 , $12152 ,[ 6835天,升202%]
 爵士花園 5座  20樓 B室, 25 ,06/03/20,$1800萬,1056呎 ,1322呎 , $17045 , $13616 ,[ 7876天,升73%]
 冠德苑 B座  1樓 9室, 0 ,06/03/20,$350萬,468呎 ,-, $7488 ,-,-,-
 冠暉苑 鳴暉閣 (A座)  2樓 4室, 21 ,06/03/20,$480萬,422呎 ,-, $11374 ,-,-,-
 冠德苑 B座  2樓 4室, 0 ,06/03/20,$349萬,445呎 ,-, $7842 ,-,-,-
 冠德苑 C座  3樓 7室, 0 ,06/03/20,$380萬,483呎 ,-, $7869 ,-,-,-
 冠德苑 B座  24樓 9室, 0 ,06/03/20,$413萬,468呎 ,-, $8822 ,-,-,-
 冠德苑 B座  19樓 4室, 0 ,06/03/20,$388萬,445呎 ,-, $8718 ,-,-,-
 怡安閣 C座  8樓 C4室, 44 ,05/03/20,$973萬,707呎 ,-, $13762 ,-,-,-
 冠華園 A座  十一樓 A2室, 55 ,05/03/20,$1250萬,1069呎 ,-, $11693 ,-,[ 8435天,升145%]
 冠德苑 B座  17樓 1室, 0 ,05/03/20,$395萬,468呎 ,-, $8441 ,-,-,-
  公主台  14樓 E室, 53 ,04/03/20,$1850萬,1259呎 ,-, $14694 ,-,-,-
 冠德苑 A座  3樓 1室, 0 ,04/03/20,$378萬,482呎 ,-, $7833 ,-,-,-
 冠德苑 B座  3樓 1室, 0 ,04/03/20,$372萬,468呎 ,-, $7940 ,-,-,-
 冠德苑 B座  1樓 6室, 0 ,04/03/20,$344萬,449呎 ,-, $7672 ,-,-,-
 冠德苑 B座  10樓 1室, 0 ,04/03/20,$385萬,468呎 ,-, $8236 ,-,-,-
 冠德苑 C座  16樓 4室, 0 ,04/03/20,$407萬,482呎 ,-, $8448 ,-,-,-
 冠德苑 A座  27樓 1室, 0 ,04/03/20,$409萬,482呎 ,-, $8476 ,-,-,-
 冠德苑 A座  23樓 1室, 0 ,04/03/20,$409萬,482呎 ,-, $8483 ,-,-,-
 冠德苑 B座  20樓 9室, 0 ,04/03/20,$409萬,468呎 ,-, $8737 ,-,-,-
 冠德苑 B座  22樓 9室, 0 ,04/03/20,$411萬,468呎 ,-, $8779 ,-,-,-
 冠德苑 A座  14樓 1室, 0 ,03/03/20,$398萬,482呎 ,-, $8250 ,-,-,-
 冠德苑 B座  3樓 9室, 0 ,03/03/20,$381萬,468呎 ,-, $8151 ,-,-,-
 冠德苑 B座  1樓 4室, 0 ,03/03/20,$325萬,445呎 ,-, $7292 ,-,-,-
 冠德苑 B座  5樓 4室, 0 ,03/03/20,$364萬,445呎 ,-, $8174 ,-,-,-
 冠德苑 B座  24樓 1室, 0 ,03/03/20,$403萬,468呎 ,-, $8610 ,-,-,-
 冠德苑 B座  22樓 1室, 0 ,03/03/20,$401萬,468呎 ,-, $8568 ,-,-,-
 冠德苑 B座  9樓 1室, 0 ,03/03/20,$384萬,468呎 ,-, $8201 ,-,-,-
 冠德苑 B座  25樓 9室, 0 ,03/03/20,$414萬,468呎 ,-, $8843 ,-,-,-
 冠德苑 B座  13樓 4室, 0 ,03/03/20,$380萬,445呎 ,-, $8548 ,-,-,-
 冠德苑 A座  1樓 1室, 0 ,02/03/20,$349萬,482呎 ,-, $7240 ,-,-,-
 冠德苑 A座  24樓 1室, 0 ,02/03/20,$410萬,482呎 ,-, $8504 ,-,-,-
 冠德苑 C座  5樓 4室, 0 ,02/03/20,$390萬,482呎 ,-, $8095 ,-,-,-
 冠德苑 B座  8樓 1室, 0 ,02/03/20,$382萬,468呎 ,-, $8166 ,-,-,-
 冠德苑 B座  6樓 1室, 0 ,02/03/20,$379萬,468呎 ,-, $8095 ,-,-,-
 冠德苑 B座  4樓 5室, 0 ,02/03/20,$367萬,449呎 ,-, $8180 ,-,-,-
 冠德苑 B座  5樓 9室, 0 ,02/03/20,$387萬,468呎 ,-, $8272 ,-,-,-
 冠德苑 B座  3樓 5室, 0 ,02/03/20,$363萬,449呎 ,-, $8095 ,-,-,-
 冠德苑 B座  13樓 9室, 0 ,02/03/20,$400萬,468呎 ,-, $8540 ,-,-,-
 冠德苑 B座  26樓 9室, 0 ,02/03/20,$411萬,468呎 ,-, $8772 ,-,-,-
 冠德苑 B座  19樓 9室, 0 ,02/03/20,$408萬,468呎 ,-, $8709 ,-,-,-
 冠德苑 B座  4樓 9室, 0 ,02/03/20,$385萬,468呎 ,-, $8236 ,-,-,-
 冠德苑 B座  14樓 9室, 0 ,02/03/20,$401萬,468呎 ,-, $8568 ,-,-,-
 冠德苑 A座  25樓 1室, 0 ,02/03/20,$411萬,482呎 ,-, $8525 ,-,-,-
 冠德苑 C座  8樓 7室, 0 ,02/03/20,$396萬,483呎 ,-, $8202 ,-,-,-
 冠德苑 B座  7樓 4室, 0 ,02/03/20,$369萬,445呎 ,-, $8287 ,-,-,-
 冠德苑 B座  9樓 9室, 0 ,02/03/20,$394萬,468呎 ,-, $8413 ,-,-,-
 冠德苑 B座  23樓 9室, 0 ,02/03/20,$412萬,468呎 ,-, $8800 ,-,-,-
 冠德苑 B座  5樓 5室, 0 ,02/03/20,$369萬,449呎 ,-, $8229 ,-,-,-
 冠德苑 B座  5樓 6室, 0 ,02/03/20,$374萬,449呎 ,-, $8328 ,-,-,-
 冠德苑 C座  9樓 4室, 0 ,02/03/20,$397萬,482呎 ,-, $8236 ,-,-,-
 冠德苑 B座  21樓 1室, 0 ,28/02/20,$400萬,468呎 ,-, $8546 ,-,-,-
 冠德苑 A座  2樓 1室, 0 ,28/02/20,$369萬,482呎 ,-, $7664 ,-,-,-
 冠德苑 A座  17樓 1室, 0 ,28/02/20,$402萬,482呎 ,-, $8334 ,-,-,-
 冠德苑 B座  6樓 4室, 0 ,28/02/20,$366萬,445呎 ,-, $8231 ,-,-,-
 冠德苑 B座  5樓 1室, 0 ,28/02/20,$377萬,468呎 ,-, $8060 ,-,-,-
 冠德苑 B座  16樓 9室, 0 ,28/02/20,$404萬,468呎 ,-, $8624 ,-,-,-
 冠德苑 B座  4樓 4室, 0 ,28/02/20,$362萬,445呎 ,-, $8139 ,-,-,-
 冠德苑 B座  11樓 9室, 0 ,28/02/20,$397萬,468呎 ,-, $8483 ,-,-,-
 冠德苑 B座  6樓 9室, 0 ,28/02/20,$389萬,468呎 ,-, $8307 ,-,-,-
 冠德苑 B座  12樓 9室, 0 ,28/02/20,$398萬,468呎 ,-, $8511 ,-,-,-
 冠德苑 C座  12樓 4室, 0 ,28/02/20,$402萬,482呎 ,-, $8335 ,-,-,-
 冠德苑 C座  10樓 4室, 0 ,28/02/20,$399萬,482呎 ,-, $8271 ,-,-,-
 冠德苑 C座  8樓 1室, 0 ,28/02/20,$390萬,468呎 ,-, $8342 ,-,-,-
 冠德苑 B座  10樓 4室, 0 ,28/02/20,$376萬,445呎 ,-, $8456 ,-,-,-
 冠德苑 B座  8樓 5室, 0 ,28/02/20,$376萬,449呎 ,-, $8377 ,-,-,-
 冠德苑 B座  11樓 5室, 0 ,28/02/20,$382萬,449呎 ,-, $8497 ,-,-,-
 冠德苑 A座  16樓 1室, 0 ,28/02/20,$400萬,482呎 ,-, $8306 ,-,-,-
 冠德苑 C座  17樓 1室, 0 ,28/02/20,$408萬,468呎 ,-, $8723 ,-,-,-
 冠德苑 B座  10樓 6室, 0 ,28/02/20,$383萬,449呎 ,-, $8533 ,-,-,-
 冠德苑 B座  3樓 4室, 0 ,27/02/20,$358萬,445呎 ,-, $8054 ,-,-,-
 冠德苑 B座  13樓 1室, 0 ,27/02/20,$390萬,468呎 ,-, $8328 ,-,-,-
 冠德苑 A座  19樓 1室, 0 ,27/02/20,$404萬,482呎 ,-, $8391 ,-,-,-
 冠德苑 C座  11樓 1室, 0 ,27/02/20,$395萬,468呎 ,-, $8448 ,-,-,-
 冠德苑 A座  11樓 1室, 0 ,27/02/20,$394萬,482呎 ,-, $8165 ,-,-,-
  太平花園  23樓 B室, 26 ,27/02/20,$580萬,304呎 ,460呎 , $19079 , $12609 ,-,-
 冠德苑 B座  17樓 9室, 0 ,27/02/20,$405萬,468呎 ,-, $8652 ,-,-,-
 冠德苑 B座  8樓 4室, 0 ,27/02/20,$371萬,445呎 ,-, $8343 ,-,-,-
 冠德苑 B座  11樓 4室, 0 ,27/02/20,$378萬,445呎 ,-, $8491 ,-,-,-
 冠德苑 B座  12樓 4室, 0 ,27/02/20,$379萬,445呎 ,-, $8520 ,-,-,-
 冠德苑 C座  3樓 5室, 0 ,27/02/20,$446萬,563呎 ,-, $7920 ,-,-,-
 冠德苑 C座  3樓 6室, 0 ,27/02/20,$452萬,563呎 ,-, $8026 ,-,-,-
 冠德苑 B座  13樓 5室, 0 ,27/02/20,$384萬,449呎 ,-, $8554 ,-,-,-
 冠德苑 C座  13樓 1室, 0 ,27/02/20,$400萬,468呎 ,-, $8547 ,-,-,-
 冠德苑 C座  14樓 5室, 0 ,27/02/20,$475萬,563呎 ,-, $8443 ,-,-,-
 冠德苑 C座  15樓 7室, 0 ,27/02/20,$411萬,483呎 ,-, $8506 ,-,-,-
 冠德苑 C座  17樓 7室, 0 ,27/02/20,$415萬,483呎 ,-, $8583 ,-,-,-
 冠德苑 B座  26樓 4室, 0 ,27/02/20,$392萬,445呎 ,-, $8802 ,-,-,-
 冠德苑 A座  5樓 7室, 0 ,27/02/20,$460萬,568呎 ,-, $8096 ,-,-,-
 冠德苑 C座  14樓 1室, 0 ,27/02/20,$402萬,468呎 ,-, $8596 ,-,-,-
  嘉樂閣  8樓 B室, 39 ,26/02/20,$1245萬,777呎 ,-, $16023 ,-,[ 1158天,升29%]
 冠德苑 C座  2樓 1室, 0 ,26/02/20,$373萬,468呎 ,-, $7975 ,-,-,-
 冠德苑 C座  3樓 4室, 0 ,26/02/20,$379萬,482呎 ,-, $7869 ,-,-,-
 冠德苑 C座  4樓 4室, 0 ,26/02/20,$388萬,482呎 ,-, $8060 ,-,-,-
 冠德苑 C座  19樓 4室, 0 ,26/02/20,$411萬,482呎 ,-, $8532 ,-,-,-
 冠德苑 C座  24樓 4室, 0 ,26/02/20,$417萬,482呎 ,-, $8645 ,-,-,-
 冠德苑 C座  7樓 1室, 0 ,26/02/20,$389萬,468呎 ,-, $8307 ,-,-,-
 冠德苑 C座  7樓 4室, 0 ,26/02/20,$394萬,482呎 ,-, $8165 ,-,-,-
 冠德苑 C座  7樓 7室, 0 ,26/02/20,$394萬,483呎 ,-, $8166 ,-,-,-
 冠德苑 C座  9樓 1室, 0 ,26/02/20,$392萬,468呎 ,-, $8378 ,-,-,-
 冠德苑 C座  10樓 1室, 0 ,26/02/20,$394萬,468呎 ,-, $8413 ,-,-,-
 冠德苑 B座  1樓 5室, 0 ,26/02/20,$329萬,449呎 ,-, $7318 ,-,-,-
 冠德苑 C座  3樓 1室, 0 ,26/02/20,$380萬,468呎 ,-, $8116 ,-,-,-
 冠德苑 C座  6樓 1室, 0 ,26/02/20,$387萬,468呎 ,-, $8272 ,-,-,-
 冠德苑 A座  21樓 1室, 0 ,26/02/20,$407萬,482呎 ,-, $8440 ,-,-,-
 冠德苑 C座  1樓 1室, 0 ,26/02/20,$352萬,468呎 ,-, $7530 ,-,-,-
 冠德苑 C座  4樓 7室, 0 ,26/02/20,$389萬,483呎 ,-, $8060 ,-,-,-
 冠德苑 C座  5樓 1室, 0 ,26/02/20,$385萬,468呎 ,-, $8237 ,-,-,-
 冠德苑 B座  11樓 1室, 0 ,26/02/20,$387萬,468呎 ,-, $8271 ,-,-,-
 冠德苑 B座  8樓 9室, 0 ,26/02/20,$392萬,468呎 ,-, $8377 ,-,-,-
 冠德苑 A座  18樓 1室, 0 ,26/02/20,$403萬,482呎 ,-, $8363 ,-,-,-
 冠德苑 B座  20樓 1室, 0 ,26/02/20,$399萬,468呎 ,-, $8525 ,-,-,-
 冠德苑 C座  25樓 4室, 0 ,26/02/20,$418萬,482呎 ,-, $8666 ,-,-,-
 冠德苑 B座  4樓 1室, 0 ,26/02/20,$376萬,468呎 ,-, $8025 ,-,-,-
 冠德苑 C座  11樓 7室, 0 ,26/02/20,$401萬,483呎 ,-, $8308 ,-,-,-
 冠德苑 B座  2樓 1室, 0 ,26/02/20,$359萬,468呎 ,-, $7664 ,-,-,-
 冠德苑 B座  3樓 6室, 0 ,26/02/20,$368萬,449呎 ,-, $8201 ,-,-,-
 冠德苑 B座  7樓 5室, 0 ,26/02/20,$374萬,449呎 ,-, $8328 ,-,-,-
 冠德苑 B座  1樓 8室, 0 ,26/02/20,$432萬,563呎 ,-, $7680 ,-,-,-
 冠德苑 B座  6樓 5室, 0 ,26/02/20,$372萬,449呎 ,-, $8278 ,-,-,-
 冠德苑 C座  6樓 4室, 0 ,26/02/20,$392萬,482呎 ,-, $8130 ,-,-,-
 冠德苑 B座  25樓 1室, 0 ,26/02/20,$404萬,468呎 ,-, $8631 ,-,-,-
 冠德苑 C座  16樓 1室, 0 ,26/02/20,$407萬,468呎 ,-, $8695 ,-,-,-
 冠德苑 B座  14樓 4室, 0 ,26/02/20,$382萬,445呎 ,-, $8576 ,-,-,-
 冠德苑 B座  14樓 5室, 0 ,26/02/20,$385萬,449呎 ,-, $8582 ,-,-,-
 冠德苑 B座  19樓 1室, 0 ,26/02/20,$398萬,468呎 ,-, $8497 ,-,-,-
 冠德苑 C座  2樓 3室, 0 ,26/02/20,$441萬,568呎 ,-, $7771 ,-,-,-
 冠德苑 C座  24樓 1室, 0 ,26/02/20,$416萬,468呎 ,-, $8892 ,-,-,-
 冠德苑 B座  24樓 8室, 0 ,26/02/20,$498萬,563呎 ,-, $8838 ,-,-,-
 冠德苑 B座  10樓 5室, 0 ,26/02/20,$380萬,449呎 ,-, $8462 ,-,-,-
 冠德苑 A座  16樓 7室, 0 ,26/02/20,$480萬,568呎 ,-, $8449 ,-,-,-
 冠德苑 A座  7樓 6室, 0 ,26/02/20,$499萬,563呎 ,-, $8866 ,-,-,-
 冠德苑 C座  23樓 7室, 0 ,26/02/20,$422萬,483呎 ,-, $8731 ,-,-,-
 冠德苑 A座  19樓 7室, 0 ,26/02/20,$485萬,568呎 ,-, $8533 ,-,-,-
  永安台  18樓 D室, 43 ,25/02/20,$3028萬,1615呎 ,1757呎 , $18749 , $17234 ,[ 8341天,升137%]
 巴富花園 嘉富閣  13樓 D室, 40 ,25/02/20,$1200萬,812呎 ,929呎 , $14778 , $12917 ,[ 2895天,升56%]
 冠德苑 C座  20樓 4室, 0 ,25/02/20,$413萬,482呎 ,-, $8560 ,-,-,-
 冠德苑 C座  21樓 4室, 0 ,25/02/20,$414萬,482呎 ,-, $8582 ,-,-,-
 冠德苑 B座  10樓 9室, 0 ,25/02/20,$395萬,468呎 ,-, $8448 ,-,-,-
 冠德苑 A座  1樓 4室, 0 ,25/02/20,$389萬,483呎 ,-, $8046 ,-,-,-
 冠德苑 A座  10樓 1室, 0 ,25/02/20,$392萬,482呎 ,-, $8130 ,-,-,-
 冠德苑 B座  4樓 6室, 0 ,25/02/20,$372萬,449呎 ,-, $8286 ,-,-,-
 冠德苑 B座  11樓 6室, 0 ,25/02/20,$385萬,449呎 ,-, $8568 ,-,-,-
 冠德苑 C座  26樓 4室, 0 ,25/02/20,$419萬,482呎 ,-, $8687 ,-,-,-
 冠德苑 C座  23樓 4室, 0 ,25/02/20,$416萬,482呎 ,-, $8624 ,-,-,-
 冠德苑 C座  19樓 1室, 0 ,25/02/20,$411萬,468呎 ,-, $8779 ,-,-,-
 冠德苑 C座  21樓 1室, 0 ,25/02/20,$413萬,468呎 ,-, $8829 ,-,-,-
 冠德苑 C座  20樓 7室, 0 ,25/02/20,$419萬,483呎 ,-, $8668 ,-,-,-
 冠德苑 C座  27樓 1室, 0 ,25/02/20,$412萬,468呎 ,-, $8800 ,-,-,-
 冠德苑 C座  14樓 7室, 0 ,25/02/20,$408萬,483呎 ,-, $8456 ,-,-,-
 冠德苑 C座  17樓 4室, 0 ,24/02/20,$409萬,482呎 ,-, $8476 ,-,-,-
 冠德苑 C座  12樓 1室, 0 ,24/02/20,$398萬,468呎 ,-, $8497 ,-,-,-
 冠德苑 C座  13樓 7室, 0 ,24/02/20,$406萬,483呎 ,-, $8407 ,-,-,-
 冠德苑 A座  4樓 1室, 0 ,24/02/20,$382萬,482呎 ,-, $7918 ,-,-,-
 冠德苑 A座  3樓 5室, 0 ,24/02/20,$396萬,468呎 ,-, $8469 ,-,-,-
 冠德苑 B座  15樓 4室, 0 ,24/02/20,$383萬,445呎 ,-, $8605 ,-,-,-
 冠德苑 B座  17樓 4室, 0 ,24/02/20,$385萬,445呎 ,-, $8661 ,-,-,-
 冠德苑 B座  6樓 6室, 0 ,24/02/20,$376萬,449呎 ,-, $8370 ,-,-,-
 冠德苑 A座  3樓 2室, 0 ,24/02/20,$442萬,563呎 ,-, $7850 ,-,-,-
 冠德苑 B座  18樓 4室, 0 ,24/02/20,$387萬,445呎 ,-, $8690 ,-,-,-
 冠德苑 B座  1樓 7室, 0 ,24/02/20,$441萬,563呎 ,-, $7829 ,-,-,-
 冠德苑 C座  11樓 4室, 0 ,24/02/20,$400萬,482呎 ,-, $8306 ,-,-,-
 冠德苑 C座  19樓 5室, 0 ,24/02/20,$483萬,563呎 ,-, $8584 ,-,-,-
 冠德苑 C座  27樓 5室, 0 ,24/02/20,$488萬,563呎 ,-, $8669 ,-,-,-
 冠德苑 B座  2樓 6室, 0 ,24/02/20,$362萬,449呎 ,-, $8060 ,-,-,-
 冠德苑 B座  7樓 6室, 0 ,24/02/20,$378萬,449呎 ,-, $8413 ,-,-,-
 冠德苑 B座  16樓 5室, 0 ,24/02/20,$388萬,449呎 ,-, $8639 ,-,-,-
 冠德苑 B座  22樓 4室, 0 ,24/02/20,$391萬,445呎 ,-, $8789 ,-,-,-
 冠德苑 B座  18樓 1室, 0 ,24/02/20,$396萬,468呎 ,-, $8469 ,-,-,-
 冠德苑 C座  23樓 3室, 0 ,24/02/20,$500萬,568呎 ,-, $8801 ,-,-,-
 冠德苑 B座  16樓 7室, 0 ,24/02/20,$493萬,563呎 ,-, $8761 ,-,-,-
天鑄 2期 5座  23樓 C室 (連 平台), 4 ,21/02/20,$12860萬,2044呎 ,-, $62916 ,-,-,-
 帝庭園 7座  15樓 B室, 24 ,21/02/20,$2378萬,1266呎 ,1496呎 , $18784 , $15896 ,[ 8457天,升51%]
 冠德苑 A座  12樓 1室, 0 ,21/02/20,$395萬,482呎 ,-, $8193 ,-,-,-
 冠德苑 A座  5樓 1室, 0 ,21/02/20,$383萬,482呎 ,-, $7954 ,-,-,-
 冠德苑 A座  7樓 1室, 0 ,21/02/20,$387萬,482呎 ,-, $8024 ,-,-,-
 冠德苑 C座  4樓 1室, 0 ,21/02/20,$384萬,468呎 ,-, $8201 ,-,-,-
 冠德苑 B座  8樓 6室, 0 ,21/02/20,$380萬,449呎 ,-, $8455 ,-,-,-
 冠德苑 B座  1樓 3室, 0 ,21/02/20,$428萬,563呎 ,-, $7596 ,-,-,-
 冠德苑 A座  27樓 2室, 0 ,21/02/20,$478萬,563呎 ,-, $8492 ,-,-,-
 冠德苑 A座  11樓 7室, 0 ,21/02/20,$472萬,568呎 ,-, $8308 ,-,-,-
 冠德苑 B座  5樓 2室, 0 ,21/02/20,$463萬,563呎 ,-, $8217 ,-,-,-
 冠德苑 B座  7樓 1室, 0 ,21/02/20,$381萬,468呎 ,-, $8130 ,-,-,-
 冠德苑 C座  22樓 3室, 0 ,21/02/20,$499萬,568呎 ,-, $8780 ,-,-,-
 冠德苑 C座  26樓 5室, 0 ,21/02/20,$492萬,563呎 ,-, $8739 ,-,-,-
 冠德苑 C座  26樓 7室, 0 ,21/02/20,$425萬,483呎 ,-, $8795 ,-,-,-
 冠德苑 C座  27樓 7室, 0 ,21/02/20,$421萬,483呎 ,-, $8724 ,-,-,-
 冠德苑 A座  2樓 6室, 0 ,21/02/20,$480萬,563呎 ,-, $8534 ,-,-,-
 冠德苑 B座  4樓 3室, 0 ,21/02/20,$463萬,563呎 ,-, $8231 ,-,-,-
 冠德苑 C座  22樓 5室, 0 ,21/02/20,$487萬,563呎 ,-, $8655 ,-,-,-
 冠德苑 C座  24樓 7室, 0 ,21/02/20,$423萬,483呎 ,-, $8752 ,-,-,-
 冠德苑 C座  11樓 3室, 0 ,21/02/20,$482萬,568呎 ,-, $8485 ,-,-,-
天鑄 2期 1座  11樓 D室, 4 ,20/02/20,$2648萬,894呎 ,-, $29620 ,-,[ 1386天,跌7%]
 冠德苑 C座  13樓 4室, 0 ,20/02/20,$403萬,482呎 ,-, $8363 ,-,-,-
 冠德苑 C座  14樓 4室, 0 ,20/02/20,$404萬,482呎 ,-, $8391 ,-,-,-
 冠德苑 C座  15樓 1室, 0 ,20/02/20,$405萬,468呎 ,-, $8646 ,-,-,-
 冠德苑 C座  15樓 4室, 0 ,20/02/20,$406萬,482呎 ,-, $8419 ,-,-,-
 冠德苑 A座  15樓 2室, 0 ,20/02/20,$467萬,563呎 ,-, $8295 ,-,-,-
 冠德苑 A座  11樓 2室, 0 ,20/02/20,$461萬,563呎 ,-, $8182 ,-,-,-
 冠德苑 A座  7樓 7室, 0 ,20/02/20,$464萬,568呎 ,-, $8166 ,-,-,-
 冠德苑 A座  10樓 2室, 0 ,20/02/20,$459萬,563呎 ,-, $8147 ,-,-,-
 冠德苑 A座  4樓 7室, 0 ,20/02/20,$458萬,568呎 ,-, $8060 ,-,-,-
 冠德苑 A座  7樓 2室, 0 ,20/02/20,$453萬,563呎 ,-, $8040 ,-,-,-
 冠德苑 A座  8樓 2室, 0 ,20/02/20,$455萬,563呎 ,-, $8076 ,-,-,-
 冠德苑 B座  14樓 6室, 0 ,20/02/20,$389萬,449呎 ,-, $8653 ,-,-,-
 冠德苑 C座  3樓 2室, 0 ,20/02/20,$458萬,563呎 ,-, $8132 ,-,-,-
 冠德苑 A座  22樓 2室, 0 ,20/02/20,$477萬,563呎 ,-, $8478 ,-,-,-
